EmployeeID,Age,ExperienceYears,Department,JobRole,EducationLevel,Gender,EmploymentType,WorkingHours,OvertimeHours,PerformanceScore,MonthlySalary,SalaryLevel
EMP0529,60,34,Sales,Sales Executive,Master,Male,Full-Time,39.6,2.2,72.7,166161,Very High
EMP0530,29,10,Sales,Sales Executive,Bachelor,Male,Part-Time,26.7,2.2,65.0,71200,High
EMP0531,47,25,IT,System Administrator,Bachelor,Male,Part-Time,49.9,10.9,71.7,123439,Very High
EMP0532,22,0,Sales,Sales Executive,Master,Male,Full-Time,43.0,0.5,78.4,92659,High
EMP0533,25,4,Marketing,Marketing Manager,Diploma,Female,Full-Time,44.7,12.8,58.1,69485,Medium
EMP0534,49,28,HR,HR Executive,Bachelor,Female,Full-Time,39.2,1.8,71.0,117336,Very High
EMP0535,57,36,IT,Data Analyst,Bachelor,Male,Full-Time,45.2,5.4,75.4,152362,Very High
EMP0536,58,39,Marketing,Marketing Manager,Bachelor,Male,Full-Time,53.0,16.5,79.2,175515,Very High
EMP0537,39,18,IT,System Administrator,PhD,Male,Full-Time,37.6,6.8,78.8,139746,Very High
EMP0538,28,10,Finance,Financial Analyst,Master,Male,Full-Time,52.0,3.2,98.5,137379,Very High
EMP0539,21,0,IT,System Administrator,Bachelor,Female,Full-Time,44.4,7.0,77.8,90193,High
EMP0540,42,24,Finance,Finance Manager,Master,Female,Contract,36.8,2.5,84.8,141113,Very High
EMP0541,37,10,Marketing,SEO Specialist,Diploma,Male,Full-Time,55.3,1.9,71.0,85931,High
EMP0542,27,4,Sales,Sales Manager,High School,Female,Part-Time,44.3,34.3,56.1,47181,Medium
EMP0543,45,27,IT,Software Engineer,Bachelor,Female,Full-Time,46.1,8.3,71.2,134698,Very High
EMP0544,24,1,Operations,Operations Manager,Bachelor,Female,Full-Time,40.4,6.2,62.8,61359,Medium
EMP0545,56,29,Operations,Operations Executive,Bachelor,Male,Full-Time,37.2,2.6,83.6,134615,Very High
EMP0546,26,1,Operations,Operations Executive,Bachelor,Female,Full-Time,43.0,0.3,52.4,53005,Medium
EMP0547,51,32,IT,Software Engineer,Master,Male,Full-Time,51.5,0.2,87.1,153975,Very High
EMP0548,39,20,HR,HR Manager,Bachelor,Male,Full-Time,40.1,4.8,74.9,120322,Very High
EMP0549,59,38,Operations,Operations Manager,Bachelor,Male,Contract,41.8,8.6,89.0,140464,Very High
EMP0550,47,27,Marketing,Marketing Executive,High School,Male,Full-Time,50.7,4.6,69.4,122893,Very High
EMP0551,30,9,IT,Data Analyst,High School,Male,Full-Time,40.2,11.0,61.8,69169,Medium
EMP0552,46,22,IT,Software Engineer,Bachelor,Male,Contract,45.1,0.2,72.6,124217,Very High
EMP0553,39,21,HR,Recruiter,Bachelor,Male,Full-Time,47.3,2.7,71.7,110842,Very High
EMP0554,59,36,Operations,Operations Manager,Master,Female,Full-Time,40.8,1.6,90.4,174089,Very High
EMP0555,23,3,Sales,Sales Executive,Diploma,Female,Full-Time,43.9,3.6,81.8,71906,High
EMP0556,33,6,HR,HR Manager,High School,Male,Part-Time,46.0,0.5,96.3,50838,Medium
EMP0557,48,24,IT,Data Analyst,Bachelor,Female,Contract,39.6,18.5,69.3,121739,Very High
EMP0558,40,13,Sales,Business Development,Bachelor,Female,Contract,46.9,1.5,35.0,81968,High
EMP0559,48,29,Operations,Supply Coordinator,High School,Female,Full-Time,38.7,15.3,72.0,120076,Very High
EMP0560,28,9,Finance,Financial Analyst,Master,Male,Part-Time,37.9,3.3,76.5,97601,High
EMP0561,59,38,Marketing,Marketing Executive,Diploma,Female,Full-Time,32.8,25.4,86.3,146854,Very High
EMP0562,21,3,Operations,Operations Executive,Bachelor,Female,Full-Time,39.0,4.8,75.7,66251,Medium
EMP0563,23,3,IT,Data Analyst,Bachelor,Female,Full-Time,37.1,16.0,64.4,73142,High
EMP0564,33,7,Sales,Sales Executive,Diploma,Male,Full-Time,39.6,0.0,94.3,83795,High
EMP0565,48,24,Finance,Financial Analyst,Bachelor,Male,Contract,45.7,8.3,64.4,114670,Very High
EMP0566,45,21,Marketing,SEO Specialist,Master,Female,Contract,31.6,14.0,71.9,138208,Very High
EMP0567,53,32,Sales,Sales Manager,Bachelor,Male,Full-Time,30.2,0.9,66.9,147601,Very High
EMP0568,58,39,Sales,Sales Executive,Master,Male,Full-Time,37.5,0.6,81.9,176272,Very High
EMP0569,26,5,Marketing,Marketing Executive,Diploma,Male,Full-Time,44.8,3.3,91.8,83252,High
EMP0570,52,29,Finance,Financial Analyst,Master,Female,Part-Time,43.7,16.3,75.1,139183,Very High
EMP0571,41,21,Operations,Operations Executive,Bachelor,Female,Full-Time,37.4,4.7,74.9,116550,Very High
EMP0572,36,18,Sales,Business Development,Bachelor,Male,Full-Time,49.0,4.5,55.5,105168,Very High
EMP0573,41,16,IT,System Administrator,Bachelor,Female,Full-Time,38.0,0.9,72.4,111821,Very High
EMP0574,31,9,Sales,Sales Executive,Master,Male,Full-Time,44.8,0.0,88.1,92992,High
EMP0575,57,35,Marketing,Marketing Manager,Bachelor,Female,Full-Time,39.8,10.0,76.2,144086,Very High
EMP0576,56,35,Finance,Accountant,High School,Female,Contract,36.8,0.5,76.9,135233,Very High
EMP0577,55,32,Operations,Supply Coordinator,High School,Female,Full-Time,38.4,6.0,92.4,129497,Very High
EMP0578,39,19,Operations,Supply Coordinator,Master,Female,Full-Time,46.4,14.8,70.8,116687,Very High
EMP0579,40,14,Finance,Financial Analyst,Bachelor,Male,Full-Time,44.2,1.4,90.8,112685,Very High
EMP0580,38,16,Operations,Supply Coordinator,Master,Female,Full-Time,47.8,6.6,59.6,115433,Very High
EMP0581,34,14,IT,System Administrator,Bachelor,Male,Contract,44.2,0.5,83.6,108155,Very High
EMP0582,35,17,IT,System Administrator,Bachelor,Female,Full-Time,32.3,5.6,95.2,126917,Very High
EMP0583,51,24,IT,System Administrator,High School,Female,Full-Time,54.7,1.1,89.9,130586,Very High
EMP0584,21,0,Operations,Operations Manager,PhD,Female,Full-Time,44.3,8.0,48.4,81842,High
EMP0585,23,4,Sales,Sales Executive,Bachelor,Male,Full-Time,45.1,2.2,65.0,80227,High
EMP0586,36,16,IT,Software Engineer,Master,Female,Full-Time,39.7,3.7,72.5,111350,Very High
EMP0587,43,25,HR,Recruiter,Bachelor,Male,Full-Time,48.7,5.5,89.5,124635,Very High
EMP0588,31,5,Sales,Business Development,Bachelor,Male,Full-Time,35.4,1.1,57.1,72472,High
EMP0589,32,7,IT,Data Analyst,Bachelor,Female,Full-Time,45.7,8.1,60.3,98224,High
EMP0590,30,11,Operations,Supply Coordinator,Bachelor,Male,Full-Time,29.5,2.2,55.2,87880,High
EMP0591,52,27,Marketing,SEO Specialist,Master,Female,Full-Time,46.1,6.5,67.9,128824,Very High
EMP0592,36,10,Sales,Sales Executive,Master,Male,Full-Time,35.5,1.0,59.3,103917,Very High
EMP0593,28,10,Operations,Operations Executive,Master,Male,Full-Time,43.7,7.0,92.6,114778,Very High
EMP0594,58,36,HR,HR Executive,Master,Female,Part-Time,50.1,0.8,73.1,144157,Very High
EMP0595,32,7,Operations,Supply Coordinator,Bachelor,Female,Contract,46.9,3.3,81.5,85757,High
EMP0596,44,25,Sales,Business Development,Bachelor,Male,Full-Time,49.3,1.7,78.2,109900,Very High
EMP0597,48,27,Sales,Sales Manager,PhD,Female,Full-Time,48.7,8.3,77.6,137665,Very High
EMP0598,28,4,IT,Data Analyst,High School,Male,Full-Time,38.9,1.8,65.6,64509,Medium
EMP0599,48,28,Operations,Operations Executive,Master,Female,Full-Time,45.6,12.8,86.3,146848,Very High
EMP0600,56,34,HR,HR Manager,Master,Male,Part-Time,31.7,13.3,80.4,153665,Very High
EMP0601,46,21,IT,Data Analyst,Bachelor,Female,Full-Time,37.9,1.3,78.2,116685,Very High
EMP0602,28,1,IT,System Administrator,PhD,Female,Full-Time,50.4,5.7,64.3,94729,High
EMP0603,48,28,Sales,Business Development,Bachelor,Female,Part-Time,39.7,0.6,73.8,120050,Very High
EMP0604,48,27,Sales,Sales Executive,Bachelor,Male,Part-Time,30.8,3.0,85.4,117844,Very High
EMP0605,57,31,Marketing,Marketing Executive,High School,Female,Full-Time,54.1,7.5,81.4,125846,Very High
EMP0606,56,32,Operations,Supply Coordinator,Bachelor,Female,Full-Time,45.4,6.5,80.5,137625,Very High
EMP0607,47,29,IT,System Administrator,Bachelor,Female,Full-Time,46.6,5.9,69.3,148259,Very High
EMP0608,37,16,Marketing,Marketing Manager,Bachelor,Male,Full-Time,36.1,2.0,99.0,120663,Very High
EMP0609,29,8,IT,System Administrator,Master,Female,Contract,43.7,2.8,67.8,99494,High
EMP0610,53,27,Operations,Operations Executive,Master,Female,Part-Time,43.5,0.7,78.3,139386,Very High
EMP0611,40,17,Marketing,SEO Specialist,Diploma,Male,Full-Time,37.1,7.6,72.9,103478,Very High
EMP0612,33,7,Sales,Sales Executive,Bachelor,Male,Full-Time,41.0,4.2,96.6,102287,Very High
EMP0613,48,25,Marketing,SEO Specialist,Master,Female,Part-Time,33.0,7.4,73.7,116771,Very High
EMP0614,49,26,Finance,Finance Manager,High School,Male,Full-Time,39.9,1.7,73.7,116419,Very High
EMP0615,33,11,HR,Recruiter,Diploma,Female,Full-Time,47.8,2.4,75.8,81079,High
EMP0616,55,33,Operations,Operations Executive,Diploma,Female,Full-Time,37.5,2.4,71.6,133053,Very High
EMP0617,26,7,HR,HR Executive,Bachelor,Female,Full-Time,53.4,0.2,75.1,83104,High
EMP0618,38,13,Finance,Finance Manager,Diploma,Male,Full-Time,33.4,2.5,100.0,107869,Very High
EMP0619,25,0,HR,HR Executive,PhD,Male,Full-Time,40.4,9.8,74.1,105747,Very High
EMP0620,45,27,Operations,Supply Coordinator,Bachelor,Female,Full-Time,38.1,13.7,79.9,134414,Very High
EMP0621,22,0,Finance,Financial Analyst,Bachelor,Male,Full-Time,40.9,4.4,62.7,66341,Medium
EMP0622,30,8,IT,Software Engineer,Bachelor,Female,Full-Time,50.2,3.6,94.0,101477,Very High
EMP0623,50,31,Marketing,Marketing Manager,Bachelor,Male,Full-Time,36.1,0.2,100.0,156735,Very High
EMP0624,25,6,Operations,Operations Manager,Bachelor,Male,Full-Time,39.3,12.7,81.8,89303,High
EMP0625,53,30,IT,Software Engineer,Master,Male,Part-Time,45.9,0.1,87.3,156997,Very High
EMP0626,21,0,IT,Data Analyst,Master,Female,Full-Time,42.6,17.4,66.6,82931,High
EMP0627,38,20,IT,Software Engineer,Bachelor,Female,Full-Time,43.1,4.0,81.1,118403,Very High
EMP0628,52,29,Finance,Financial Analyst,Master,Male,Full-Time,36.2,2.5,68.9,143036,Very High
EMP0629,31,5,HR,HR Executive,Master,Male,Part-Time,41.6,15.5,57.4,68276,Medium
EMP0630,41,16,Marketing,Marketing Executive,Master,Male,Full-Time,48.8,0.1,58.1,103092,Very High
EMP0631,46,23,Sales,Sales Manager,High School,Male,Full-Time,32.3,5.2,81.9,116331,Very High
EMP0632,45,25,Sales,Sales Manager,High School,Male,Full-Time,37.8,4.8,61.0,113537,Very High
EMP0633,42,17,Finance,Financial Analyst,Bachelor,Female,Full-Time,31.1,1.5,70.0,119271,Very High
EMP0634,47,21,Operations,Operations Executive,Bachelor,Male,Full-Time,45.2,3.4,76.0,102478,Very High
EMP0635,33,15,HR,Recruiter,Bachelor,Male,Full-Time,49.4,6.3,86.7,97736,High
EMP0636,53,27,Operations,Supply Coordinator,Bachelor,Male,Full-Time,40.9,7.8,70.6,131749,Very High
EMP0637,54,31,Sales,Business Development,Master,Female,Full-Time,36.0,0.0,93.1,159069,Very High
EMP0638,55,32,IT,Data Analyst,Master,Male,Full-Time,36.1,16.6,88.8,164794,Very High
EMP0639,21,0,Sales,Sales Executive,Master,Male,Full-Time,40.2,1.1,59.0,86497,High
EMP0640,41,23,Finance,Financial Analyst,Bachelor,Female,Full-Time,40.2,1.6,91.0,123380,Very High
EMP0641,26,0,Sales,Business Development,Master,Female,Full-Time,47.5,1.8,68.3,75804,High
EMP0642,48,23,IT,System Administrator,Bachelor,Male,Full-Time,38.0,0.2,71.7,120769,Very High
EMP0643,37,18,IT,Data Analyst,Diploma,Male,Full-Time,44.6,0.8,73.0,96060,High
EMP0644,25,7,Operations,Supply Coordinator,Diploma,Female,Full-Time,40.2,25.8,69.8,76760,High
EMP0645,51,32,IT,Data Analyst,Bachelor,Male,Part-Time,37.5,2.3,74.7,130885,Very High
EMP0646,25,7,Operations,Supply Coordinator,Bachelor,Female,Contract,40.0,0.7,63.6,69530,Medium
EMP0647,58,40,Finance,Finance Manager,Master,Female,Full-Time,44.0,0.7,72.9,167121,Very High
EMP0648,23,0,Sales,Business Development,Diploma,Male,Full-Time,47.5,7.6,72.5,64251,Medium
EMP0649,43,25,Sales,Sales Executive,Master,Male,Full-Time,40.5,11.6,74.6,132520,Very High
EMP0650,57,36,Sales,Sales Executive,Bachelor,Male,Part-Time,34.8,1.8,87.1,143236,Very High
EMP0651,57,30,Finance,Financial Analyst,Bachelor,Female,Full-Time,48.0,0.1,80.1,145249,Very High
EMP0652,30,7,IT,System Administrator,Bachelor,Male,Full-Time,36.6,1.5,74.4,90378,High
EMP0653,30,6,IT,Data Analyst,Bachelor,Male,Part-Time,43.6,0.3,80.6,76873,High
EMP0654,39,20,Finance,Accountant,Bachelor,Female,Full-Time,41.9,0.7,93.9,126163,Very High
EMP0655,37,14,Sales,Sales Manager,Bachelor,Female,Part-Time,41.0,3.4,92.5,94973,High
EMP0656,41,17,Operations,Operations Manager,Diploma,Male,Full-Time,39.1,1.6,92.1,114946,Very High
EMP0657,34,7,Operations,Operations Executive,Diploma,Female,Full-Time,45.7,4.4,83.5,82853,High
EMP0658,29,2,Marketing,Marketing Executive,Bachelor,Male,Part-Time,20.5,1.8,97.3,76124,High
EMP0659,21,2,Marketing,Marketing Manager,Master,Male,Full-Time,48.8,16.9,75.2,89994,High
EMP0660,33,14,Sales,Business Development,Bachelor,Male,Full-Time,36.5,14.2,77.3,93626,High
EMP0661,24,0,Finance,Accountant,Master,Male,Full-Time,44.4,5.0,98.2,90462,High
EMP0662,21,0,Operations,Operations Executive,Bachelor,Male,Contract,44.1,2.6,38.9,50278,Medium
EMP0663,60,42,Sales,Sales Manager,Master,Male,Full-Time,49.6,2.9,79.5,183304,Very High
EMP0664,52,27,Sales,Business Development,Master,Female,Full-Time,43.2,3.2,93.3,162550,Very High
EMP0665,54,34,IT,System Administrator,Bachelor,Female,Full-Time,37.0,7.8,91.1,154296,Very High
EMP0666,48,25,HR,Recruiter,Bachelor,Female,Full-Time,32.4,3.6,100.0,131387,Very High
EMP0667,51,25,HR,HR Manager,Master,Male,Full-Time,39.9,11.7,77.8,140829,Very High
EMP0668,28,5,Operations,Operations Manager,Bachelor,Male,Full-Time,30.3,17.3,65.5,75520,High
EMP0669,59,33,Sales,Sales Executive,Bachelor,Male,Full-Time,38.2,2.5,75.9,155674,Very High
EMP0670,46,22,Finance,Accountant,High School,Female,Contract,40.2,4.9,80.6,100175,Very High
EMP0671,54,28,Operations,Operations Executive,Master,Female,Full-Time,37.9,0.6,98.4,154786,Very High
EMP0672,23,4,IT,Software Engineer,Master,Male,Full-Time,42.3,1.3,92.4,108817,Very High
EMP0673,32,7,HR,HR Manager,Diploma,Male,Full-Time,40.6,3.2,72.6,83874,High
EMP0674,21,0,IT,System Administrator,Bachelor,Male,Full-Time,40.0,1.4,74.8,77614,High
EMP0675,25,6,Marketing,Marketing Manager,Bachelor,Male,Contract,27.5,12.6,64.3,79946,High
EMP0676,50,29,Operations,Operations Manager,Diploma,Male,Full-Time,34.2,1.0,73.0,123606,Very High
EMP0677,50,26,Finance,Accountant,PhD,Female,Full-Time,45.9,3.6,90.5,156265,Very High
EMP0678,37,16,Operations,Supply Coordinator,Bachelor,Female,Full-Time,46.8,5.6,94.4,103610,Very High
EMP0679,43,22,Finance,Accountant,High School,Male,Full-Time,31.0,7.1,68.1,100145,Very High
EMP0680,35,12,Operations,Supply Coordinator,Bachelor,Male,Full-Time,37.1,2.9,77.5,92435,High
EMP0681,57,30,Marketing,SEO Specialist,Master,Female,Full-Time,48.4,12.2,74.8,149360,Very High
EMP0682,41,18,Marketing,Marketing Executive,High School,Male,Full-Time,37.7,5.0,86.1,101278,Very High
EMP0683,34,7,IT,Software Engineer,Bachelor,Male,Full-Time,41.3,3.5,68.6,91796,High
EMP0684,22,2,Operations,Supply Coordinator,Bachelor,Male,Full-Time,50.7,0.4,49.3,72299,High
EMP0685,31,5,Marketing,SEO Specialist,Diploma,Male,Full-Time,39.8,3.7,84.7,74023,High
EMP0686,59,32,Finance,Accountant,Diploma,Male,Contract,39.0,10.3,74.8,149962,Very High
EMP0687,58,39,Operations,Operations Executive,Bachelor,Female,Full-Time,41.1,5.7,78.5,160562,Very High
EMP0688,54,31,Finance,Financial Analyst,Bachelor,Male,Full-Time,53.1,10.7,83.4,144012,Very High
EMP0689,58,34,Operations,Supply Coordinator,Master,Male,Full-Time,44.7,4.1,84.1,156698,Very High
EMP0690,54,28,IT,Software Engineer,Master,Female,Full-Time,42.1,0.8,84.4,147083,Very High
EMP0691,38,18,Marketing,Marketing Manager,PhD,Male,Full-Time,38.9,0.1,56.9,127335,Very High
EMP0692,50,23,Sales,Sales Executive,Bachelor,Female,Contract,45.2,2.2,84.1,104904,Very High
EMP0693,35,15,IT,Software Engineer,PhD,Female,Full-Time,46.0,7.2,51.8,135920,Very High
EMP0694,47,23,IT,Data Analyst,Bachelor,Male,Contract,35.6,9.4,85.6,106844,Very High
EMP0695,54,33,IT,Software Engineer,Bachelor,Female,Full-Time,46.1,2.1,93.4,156582,Very High
EMP0696,58,33,HR,HR Executive,High School,Male,Full-Time,41.1,4.1,63.2,117712,Very High
EMP0697,53,29,Finance,Finance Manager,High School,Female,Contract,42.1,3.3,82.7,120837,Very High
EMP0698,44,22,Sales,Sales Executive,Master,Male,Full-Time,36.7,3.2,89.7,132790,Very High
EMP0699,35,11,Finance,Finance Manager,Bachelor,Female,Contract,39.6,1.6,69.1,104864,Very High
EMP0700,50,30,Finance,Financial Analyst,Bachelor,Female,Full-Time,35.8,0.9,87.4,136867,Very High
EMP0701,37,18,Marketing,Marketing Executive,Bachelor,Male,Contract,35.5,1.3,42.9,99015,High
EMP0702,25,2,IT,System Administrator,Bachelor,Male,Full-Time,44.3,0.3,85.6,93483,High
EMP0703,49,30,Operations,Operations Manager,Bachelor,Female,Full-Time,39.9,1.3,79.7,119526,Very High
EMP0704,24,4,Operations,Supply Coordinator,Bachelor,Female,Full-Time,34.2,0.1,69.9,70958,High
EMP0705,30,7,Sales,Business Development,Master,Male,Full-Time,55.1,5.9,84.7,112436,Very High
EMP0706,37,15,Sales,Business Development,Master,Female,Full-Time,35.3,2.3,96.2,114467,Very High
EMP0707,30,5,Operations,Operations Manager,Bachelor,Male,Full-Time,48.6,21.7,75.8,87918,High
EMP0708,37,11,IT,Software Engineer,Bachelor,Male,Full-Time,33.1,1.3,93.9,107940,Very High
EMP0709,40,20,IT,System Administrator,Bachelor,Male,Full-Time,44.7,2.5,58.0,114872,Very High
EMP0710,44,17,IT,System Administrator,Master,Male,Part-Time,40.5,2.7,83.8,117216,Very High
EMP0711,25,5,Marketing,SEO Specialist,Bachelor,Female,Full-Time,38.2,0.1,71.7,81493,High
EMP0712,54,34,IT,System Administrator,Bachelor,Male,Full-Time,43.2,11.0,69.4,143401,Very High
EMP0713,26,3,Sales,Sales Executive,Diploma,Female,Full-Time,42.4,0.2,49.6,61137,Medium
EMP0714,22,4,Operations,Operations Manager,Bachelor,Male,Full-Time,37.1,16.9,77.8,80624,High
EMP0715,33,9,Operations,Operations Executive,Bachelor,Male,Full-Time,36.9,13.4,82.7,91983,High
EMP0716,31,13,Sales,Sales Executive,Master,Male,Full-Time,32.6,4.6,90.7,119790,Very High
EMP0717,43,21,IT,Data Analyst,Bachelor,Male,Contract,43.8,4.7,90.7,118914,Very High
EMP0718,36,9,Operations,Supply Coordinator,Bachelor,Male,Part-Time,34.5,6.4,64.0,75626,High
EMP0719,51,26,Sales,Sales Executive,Master,Male,Full-Time,42.0,2.9,93.6,147845,Very High
EMP0720,31,10,IT,Software Engineer,Master,Female,Full-Time,45.6,6.3,90.3,105540,Very High
EMP0721,36,14,IT,Software Engineer,Bachelor,Male,Full-Time,43.2,0.3,72.3,103385,Very High
EMP0722,28,7,Operations,Operations Executive,Bachelor,Male,Full-Time,37.7,0.3,74.0,77031,High
EMP0723,24,3,Sales,Sales Manager,Bachelor,Male,Full-Time,47.5,3.7,61.0,66591,Medium
EMP0724,60,35,Operations,Operations Manager,Master,Female,Full-Time,39.6,4.8,97.8,161895,Very High
EMP0725,24,5,Operations,Operations Executive,Diploma,Female,Full-Time,34.0,13.1,53.1,69879,Medium
EMP0726,45,27,Sales,Business Development,Master,Male,Full-Time,40.3,0.7,85.1,141797,Very High
EMP0727,23,3,Sales,Sales Executive,Master,Male,Full-Time,45.5,10.4,64.0,87575,High
EMP0728,52,26,HR,HR Manager,Bachelor,Male,Contract,38.0,1.4,65.0,116378,Very High
EMP0729,23,2,Finance,Financial Analyst,High School,Female,Full-Time,47.3,3.0,49.6,54307,Medium
EMP0730,47,20,HR,HR Manager,Bachelor,Male,Part-Time,37.4,2.3,74.1,95521,High
EMP0731,49,27,Marketing,Marketing Executive,Bachelor,Male,Contract,38.2,3.1,63.1,125539,Very High
EMP0732,52,33,Sales,Business Development,Diploma,Male,Full-Time,35.7,1.0,80.8,140929,Very High
EMP0733,39,18,Operations,Operations Executive,Bachelor,Male,Full-Time,46.1,4.2,97.1,119427,Very High
EMP0734,41,22,HR,HR Executive,PhD,Male,Full-Time,41.7,9.7,78.4,150747,Very High
EMP0735,25,6,Sales,Business Development,Bachelor,Female,Contract,36.1,3.5,96.9,90160,High
EMP0736,38,17,Sales,Sales Manager,Master,Male,Contract,39.6,4.0,63.9,98320,High
EMP0737,48,25,Sales,Business Development,High School,Female,Full-Time,23.6,11.3,61.2,113314,Very High
EMP0738,42,18,Marketing,SEO Specialist,Bachelor,Male,Full-Time,46.7,7.3,63.1,100358,Very High
EMP0739,41,14,IT,Software Engineer,Diploma,Male,Part-Time,41.0,4.0,74.1,101407,Very High
EMP0740,26,6,Sales,Business Development,Bachelor,Female,Full-Time,27.6,1.8,100.0,95995,High
EMP0741,21,1,IT,System Administrator,Master,Male,Part-Time,33.3,13.0,50.4,65658,Medium
EMP0742,25,0,Finance,Finance Manager,Bachelor,Female,Contract,39.5,5.2,78.7,74511,High
EMP0743,32,9,HR,Recruiter,High School,Female,Full-Time,34.1,1.5,65.6,74396,High
EMP0744,46,26,Sales,Sales Manager,Bachelor,Male,Full-Time,46.8,1.9,75.5,116599,Very High
EMP0745,54,35,Operations,Operations Executive,Bachelor,Female,Full-Time,44.5,9.8,64.2,147511,Very High
EMP0746,34,9,Sales,Sales Manager,Bachelor,Male,Full-Time,44.2,0.3,84.8,91641,High
EMP0747,46,24,Marketing,SEO Specialist,Master,Female,Full-Time,26.4,29.0,73.1,143329,Very High
EMP0748,47,29,Sales,Sales Executive,Master,Male,Full-Time,38.8,0.8,92.2,152199,Very High
EMP0749,29,9,Sales,Business Development,Bachelor,Female,Contract,37.8,9.5,74.9,96090,High
EMP0750,46,19,IT,System Administrator,Bachelor,Male,Contract,36.3,3.0,53.1,109359,Very High
EMP0751,42,17,Finance,Financial Analyst,Bachelor,Male,Full-Time,39.5,4.1,88.8,123299,Very High
EMP0752,50,29,Finance,Finance Manager,Diploma,Female,Part-Time,35.2,12.8,53.2,107977,Very High
EMP0753,37,13,HR,Recruiter,Bachelor,Female,Full-Time,43.3,3.2,52.3,90376,High
EMP0754,46,19,IT,Software Engineer,Bachelor,Female,Full-Time,46.6,4.6,65.1,103501,Very High
EMP0755,56,37,IT,Software Engineer,Bachelor,Female,Full-Time,46.1,0.3,70.4,156151,Very High
EMP0756,21,0,Finance,Financial Analyst,Bachelor,Female,Full-Time,41.2,0.0,88.8,68688,Medium
EMP0757,28,6,Operations,Supply Coordinator,High School,Male,Contract,54.0,1.7,71.2,57119,Medium
EMP0758,55,33,Finance,Financial Analyst,Bachelor,Male,Full-Time,48.8,6.8,94.2,147334,Very High
EMP0759,35,12,HR,HR Executive,Diploma,Male,Full-Time,41.4,0.8,68.1,89858,High
EMP0760,42,16,IT,Software Engineer,Diploma,Male,Full-Time,39.1,0.7,79.7,107063,Very High
EMP0761,34,11,Sales,Business Development,Master,Male,Full-Time,50.0,3.2,80.0,109420,Very High
EMP0762,46,21,Finance,Accountant,High School,Female,Full-Time,48.0,6.3,84.7,112623,Very High
EMP0763,48,24,IT,Software Engineer,Bachelor,Male,Full-Time,33.5,7.5,71.3,136320,Very High
EMP0764,43,17,Sales,Sales Manager,Diploma,Female,Full-Time,48.5,1.2,71.5,101453,Very High
EMP0765,34,13,IT,System Administrator,Master,Male,Full-Time,41.1,0.5,71.6,118402,Very High
EMP0766,44,25,IT,System Administrator,Bachelor,Male,Part-Time,36.8,16.9,55.9,108573,Very High
EMP0767,22,0,IT,System Administrator,Bachelor,Male,Full-Time,30.1,1.8,70.7,83791,High
EMP0768,46,23,IT,System Administrator,Bachelor,Female,Full-Time,40.4,11.5,71.4,135161,Very High
EMP0769,34,16,IT,Data Analyst,Master,Female,Full-Time,41.9,11.9,81.2,126362,Very High
EMP0770,27,1,Finance,Financial Analyst,PhD,Female,Full-Time,51.5,8.9,72.0,96310,High
EMP0771,23,0,Marketing,Marketing Manager,Bachelor,Male,Full-Time,47.7,1.1,87.9,62453,Medium
EMP0772,43,24,Sales,Business Development,Master,Female,Full-Time,38.5,10.3,77.3,130775,Very High
EMP0773,38,18,Sales,Sales Manager,Master,Male,Contract,44.3,8.8,68.4,100370,Very High
EMP0774,58,36,Finance,Accountant,Master,Male,Full-Time,47.0,5.4,80.9,161141,Very High
EMP0775,55,33,Operations,Supply Coordinator,Bachelor,Male,Part-Time,42.5,2.5,88.6,135109,Very High
EMP0776,35,17,Finance,Financial Analyst,Bachelor,Male,Contract,38.5,1.8,54.7,99192,High
EMP0777,45,20,IT,Software Engineer,Bachelor,Male,Full-Time,38.8,0.8,68.3,135168,Very High
EMP0778,57,32,Sales,Business Development,Master,Female,Full-Time,44.3,4.3,71.0,149653,Very High
EMP0779,48,27,IT,Data Analyst,Bachelor,Female,Full-Time,44.5,5.3,82.9,136271,Very High
EMP0780,30,6,Finance,Finance Manager,Bachelor,Male,Contract,40.2,2.7,79.4,91429,High
EMP0781,59,32,Sales,Business Development,Bachelor,Male,Contract,26.3,3.9,80.6,125121,Very High
EMP0782,37,17,Operations,Operations Manager,Master,Male,Full-Time,34.3,2.7,46.1,97163,High
EMP0783,59,36,HR,HR Manager,Master,Male,Part-Time,45.7,6.1,60.3,144952,Very High
EMP0784,42,15,Marketing,Marketing Manager,Diploma,Female,Full-Time,29.2,13.9,70.8,93412,High
EMP0785,46,19,Operations,Supply Coordinator,Master,Male,Contract,49.1,1.1,70.6,114303,Very High
EMP0786,45,19,IT,Data Analyst,Bachelor,Female,Contract,48.2,2.9,76.4,107980,Very High
EMP0787,37,19,Finance,Financial Analyst,Master,Male,Full-Time,42.2,0.9,71.0,128328,Very High
EMP0788,33,11,Finance,Financial Analyst,Bachelor,Female,Full-Time,45.6,5.9,92.2,98814,High
EMP0789,40,19,HR,Recruiter,Bachelor,Male,Full-Time,45.2,7.8,48.1,100144,Very High
EMP0790,45,20,HR,HR Executive,Master,Female,Full-Time,41.3,16.1,78.2,116261,Very High
EMP0791,24,6,Operations,Supply Coordinator,Bachelor,Male,Part-Time,33.8,2.0,83.1,70008,High
EMP0792,30,4,Marketing,Marketing Executive,Master,Female,Full-Time,47.8,18.0,78.7,105519,Very High
